id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute_est,profit_net_est,mois,indicateur_retour,nombre_commandes_par_client,CLV_simplifie
CMD104954,2025-07-20,C0352,Douala,Maison,Produit_Maison_21,157.94,2,0.0,5.58,Paiement à la livraison,Email,1.29,livrée,315.88,126.352,119.482,2025-07,0,14,7955.634999999999
CMD104955,2025-07-21,C0052,Lomé,Mode,Produit_Mode_33,43.37,3,0.07,7.81,Virement,Instagram Ads,11.27,livrée,121.00229999999998,48.40091999999999,29.32091999999999,2025-07,0,19,3273.3576
CMD104956,2025-08-25,C0917,Kinshasa,Électronique,Produit_Mode_26,36.17,3,0.06,8.97,Virement,Instagram Ads,13.35,livrée,101.9994,40.79976,18.47976,2025-08,0,1,101.9994
CMD104957,2025-10-18,C0373,Dakar,Mode,Produit_Mode_28,54.44,3,0.25,5.78,Paiement à la livraison,Email,1.05,livrée,122.49,48.996,42.166000000000004,2025-10,0,21,4369.8875
CMD104958,2025-07-24,C0391,Dakar,Électronique,Produit_Électronique_43,490.13,2,0.15,4.78,Paiement à la livraison,Instagram Ads,11.53,livrée,833.221,333.2884,316.9784000000001,2025-07,0,13,4942.0188
CMD104959,2025-07-01,C0236,Abidjan,Beauté,Produit_Beauté_26,9.51,2,0.07,6.42,Paiement à la livraison,Google Ads,5.65,livrée,17.688599999999997,7.0754399999999995,-4.994560000000001,2025-07,0,17,6472.825849999999
CMD104960,2025-12-19,C1601,Kinshasa,Électronique,Produit_Électronique_46,520.13,1,0.02,3.78,Mobile Money,Google Ads,7.15,livrée,509.7274,203.89096,192.96096,2025-12,0,2,569.0681999999999
CMD104961,2025-12-05,C0190,Kinshasa,Mode,Produit_Mode_26,34.68,2,0.18,3.27,Virement,Google Ads,7.57,livrée,56.87520000000001,22.750080000000004,11.910080000000004,2025-12,0,14,1549.5213
CMD104962,2025-09-26,C1200,Kinshasa,Électronique,Produit_Mode_18,39.06,1,0.05,4.7,Carte,Instagram Ads,6.83,livrée,37.107,14.8428,3.312800000000001,2025-09,0,2,1182.771
CMD104963,2025-12-31,C0119,Kinshasa,Maison,Produit_Maison_47,127.98,1,0.0,3.72,Carte,Email,1.64,livrée,127.98,51.19200000000001,45.83200000000001,2025-12,0,22,5907.6677
CMD104964,2025-08-16,C0095,Douala,Mode,Produit_Mode_21,20.42,2,0.1,2.74,Carte,Email,1.04,livrée,36.75600000000001,14.702400000000004,10.922400000000003,2025-08,0,24,5850.2285
CMD104965,2025-09-10,C1393,Abidjan,Électronique,Produit_Électronique_12,361.875,3,0.06,4.4,Paiement à la livraison,Instagram Ads,8.51,livrée,1020.4875,408.195,395.285,2025-09,0,4,2714.3718
CMD104966,2025-08-09,C0028,Brazzaville,Mode,Produit_Mode_6,57.93,2,0.11,7.05,Mobile Money,Instagram Ads,12.73,livrée,103.1154,41.24616,21.466160000000006,2025-08,0,15,6627.9167
CMD104967,2025-11-14,C0016,Dakar,Électronique,Produit_Électronique_29,409.92,3,0.2,2.75,Virement,Instagram Ads,12.12,livrée,983.808,393.52320000000003,378.6532,2025-11,0,18,6950.7451
CMD104968,2025-09-01,C0302,Cotonou,Beauté,Produit_Beauté_30,40.49,2,0.02,9.6,Virement,Email,1.18,livrée,79.3604,31.74416,20.96416,2025-09,0,17,3137.8332
CMD104969,2025-11-06,C0133,Dakar,Mode,Produit_Mode_9,55.93,1,0.25,8.88,Virement,Email,1.29,livrée,41.9475,16.779,6.608999999999999,2025-11,0,16,4000.2536
CMD104970,2025-07-01,C0310,Kinshasa,Mode,Produit_Mode_2,48.87,1,0.25,3.11,Carte,Instagram Ads,11.96,livrée,36.652499999999996,14.661,-0.4090000000000007,2025-07,0,25,6356.4983
CMD104971,2025-12-20,C0369,Lomé,Beauté,Produit_Beauté_42,27.9,1,0.04,9.06,Paiement à la livraison,Email,0.6,livrée,26.784,10.7136,1.053599999999999,2025-12,0,24,8073.1126
CMD104972,2025-08-27,C0168,Abidjan,Électronique,Produit_Électronique_27,406.61,2,0.02,8.48,Paiement à la livraison,Email,1.11,livrée,796.9556,318.78224,309.19223999999997,2025-08,0,17,6560.5395
CMD104973,2025-09-18,C1770,Lomé,Électronique,Produit_Mode_7,46.9,1,0.15,6.17,Virement,Instagram Ads,9.05,livrée,39.864999999999995,15.945999999999998,0.7259999999999973,2025-09,0,3,1443.9553999999998
CMD104974,2025-08-22,C0104,Kinshasa,Beauté,Produit_Beauté_33,27.31,1,0.02,7.66,Carte,Google Ads,4.02,livrée,26.7638,10.70552,-0.9744799999999998,2025-08,0,15,1272.59145
CMD104975,2025-12-20,C0072,Kinshasa,Beauté,Produit_Beauté_13,27.67,2,0.07,9.54,Virement,Email,1.2,livrée,51.4662,20.58648,9.846480000000003,2025-12,0,18,3389.699
CMD104976,2025-09-07,C1987,Dakar,Électronique,Produit_Électronique_35,554.98,3,0.12,5.59,Virement,Instagram Ads,6.65,livrée,1465.1472,586.05888,573.81888,2025-09,0,3,1514.7156
CMD104977,2025-07-21,C0318,Lomé,Mode,Produit_Mode_41,50.17,2,0.08,6.89,Virement,Instagram Ads,8.13,livrée,92.31280000000001,36.92512000000001,21.905120000000004,2025-07,0,16,7447.620199999999
CMD104978,2025-08-12,C1001,Brazzaville,Mode,Produit_Mode_22,61.67,3,0.14,6.27,Virement,Instagram Ads,8.15,livrée,159.1086,63.64344,49.223440000000004,2025-08,0,1,159.1086
CMD104979,2025-12-07,C0118,Abidjan,Mode,Produit_Mode_46,45.21,3,0.13,5.85,Virement,Email,0.77,livrée,117.9981,47.19924,40.57924,2025-12,0,14,3094.0885
CMD104980,2025-12-21,C0155,Douala,Beauté,Produit_Beauté_22,35.53,3,0.2,6.99,Paiement à la livraison,Instagram Ads,6.81,livrée,85.272,34.1088,20.3088,2025-12,0,17,4374.4851
CMD104981,2025-10-01,C1719,Abidjan,Électronique,Produit_Mode_25,38.39,2,0.21,8.94,Carte,Instagram Ads,11.43,livrée,60.656200000000005,24.262480000000004,3.8924800000000044,2025-10,0,1,60.656200000000005
CMD104983,2025-11-28,C0272,Libreville,Électronique,Produit_Électronique_36,363.6,1,0.09,8.55,Carte,Google Ads,3.79,livrée,330.87600000000003,132.3504,120.0104,2025-11,0,17,6359.6013
CMD104984,2025-12-31,C1499,Douala,Mode,Produit_Mode_35,46.51,1,0.17,2.11,Mobile Money,Email,1.45,annulée,38.6033,15.44132,11.88132,2025-12,0,1,38.6033
CMD104985,2025-07-17,C1773,Kinshasa,Maison,Produit_Maison_9,153.65,3,0.07,8.16,Virement,Google Ads,7.9,livrée,428.68350000000004,171.47340000000003,155.41340000000002,2025-07,0,3,754.6555000000001
CMD104986,2025-12-28,C1672,Abidjan,Maison,Produit_Maison_7,72.97,2,0.06,5.7,Mobile Money,Influenceur,4.13,livrée,137.18359999999998,54.873439999999995,45.04343999999999,2025-12,0,5,1107.5405
CMD104987,2025-12-24,C0757,Dakar,Maison,Produit_Maison_49,104.37,1,0.15,2.7,Mobile Money,Instagram Ads,7.2,livrée,88.7145,35.485800000000005,25.585800000000003,2025-12,0,1,88.7145
CMD104988,2025-07-14,C1506,Kinshasa,Électronique,Produit_Électronique_5,420.95,3,0.21,6.91,Mobile Money,Instagram Ads,9.46,livrée,997.6514999999999,399.0606,382.6906,2025-07,0,1,997.6514999999999
CMD104989,2025-11-09,C0241,Libreville,Maison,Produit_Maison_6,103.44,1,0.15,9.65,Virement,Instagram Ads,8.79,livrée,87.92399999999999,35.169599999999996,16.729599999999998,2025-11,0,15,5280.3316
CMD104990,2025-07-23,C0205,Dakar,Mode,Produit_Mode_6,29.52,1,0.23,8.04,Mobile Money,Google Ads,7.31,livrée,22.7304,9.09216,-6.257839999999999,2025-07,0,21,5484.3347
CMD104991,2025-09-24,C0729,Lomé,Mode,Produit_Mode_5,35.03,1,0.29,4.9,Carte,Email,1.8,livrée,24.871299999999998,9.94852,3.24852,2025-09,0,6,1238.7638
CMD104992,2025-09-21,C0097,Lomé,Électronique,Produit_Mode_19,48.54,3,0.21,7.37,Virement,Google Ads,7.66,retournée,115.03980000000001,46.01592000000001,30.98592000000001,2025-09,1,16,3946.15455
CMD104993,2025-07-03,C0272,Dakar,Électronique,Produit_Électronique_4,314.99,3,0.06,8.65,Carte,Instagram Ads,12.95,retournée,888.2718,355.30872,333.70872,2025-07,1,17,6359.6013
CMD104994,2025-12-05,C1516,Lomé,Mode,Produit_Mode_43,60.54,2,0.22,9.93,Virement,Instagram Ads,11.46,livrée,94.4424,37.77696,16.386960000000002,2025-12,0,1,94.4424
CMD104995,2025-09-19,C0208,Kinshasa,Mode,Produit_Mode_16,52.85,2,0.27,7.53,Paiement à la livraison,Instagram Ads,8.71,livrée,77.161,30.864400000000003,14.624400000000001,2025-09,0,20,3654.9308
CMD104996,2025-09-17,C0155,Kinshasa,Maison,Produit_Maison_39,122.35,3,0.26,9.72,Mobile Money,Instagram Ads,12.3,livrée,271.61699999999996,108.64679999999998,86.62679999999999,2025-09,0,17,4374.4851
CMD104997,2025-11-29,C0208,Dakar,Maison,Produit_Maison_22,99.78,1,0.0,9.4,Virement,Email,1.32,livrée,99.78,39.912000000000006,29.192000000000007,2025-11,0,20,3654.9308
CMD104998,2025-08-09,C0157,Kinshasa,Beauté,Produit_Beauté_2,17.1,2,0.02,4.61,Carte,Influenceur,6.37,livrée,33.516000000000005,13.406400000000003,2.426400000000002,2025-08,0,26,11575.6842
CMD104999,2025-10-16,C1879,Douala,Mode,Produit_Mode_45,53.02,1,0.05,9.03,Paiement à la livraison,Instagram Ads,13.66,livrée,50.369,20.1476,-2.542399999999999,2025-10,0,4,1247.2129
CMD105000,2025-12-05,C0030,Abidjan,Maison,Produit_Maison_11,150.48,2,0.01,6.41,Mobile Money,Google Ads,6.84,livrée,297.9504,119.18016,105.93016,2025-12,0,13,3713.7228
CMD105002,2025-11-06,C0311,Dakar,Électronique,Produit_Électronique_23,623.88,2,0.11,7.96,Paiement à la livraison,Instagram Ads,11.97,livrée,1110.5064,444.20256,424.27256,2025-11,0,17,4607.1292
CMD105003,2025-12-11,C0332,Dakar,Maison,Produit_Maison_10,168.6,1,0.22,3.61,Paiement à la livraison,Instagram Ads,5.58,livrée,131.508,52.60320000000001,43.41320000000001,2025-12,0,19,4756.3628
CMD105004,2025-07-08,C0323,Kinshasa,Électronique,Produit_Mode_48,16.22,1,0.25,4.99,Carte,Influenceur,13.99,livrée,12.165,4.866,-14.114,2025-07,0,15,4000.8675000000003
CMD105005,2025-07-01,C0291,Douala,Maison,Produit_Maison_32,102.37,2,0.22,3.79,Virement,Instagram Ads,8.9,livrée,159.6972,63.87888000000001,51.18888000000001,2025-07,0,14,2771.9071
CMD105006,2025-08-03,C1128,Douala,Beauté,Produit_Beauté_11,31.75,3,0.08,7.25,Mobile Money,Email,1.81,livrée,87.63000000000001,35.05200000000001,25.992000000000008,2025-08,0,3,133.834
CMD105007,2025-08-07,C0330,Abidjan,Maison,Produit_Maison_36,124.93,3,0.0,6.04,Virement,Email,1.91,livrée,374.79,149.91600000000003,141.96600000000004,2025-08,0,24,4868.20955
CMD105008,2025-09-25,C1505,Kinshasa,Maison,Produit_Maison_36,130.65,2,0.02,2.51,Mobile Money,Influenceur,4.02,livrée,256.074,102.42960000000001,95.8996,2025-09,0,3,1741.2615
CMD105009,2025-10-27,C0296,Douala,Maison,Produit_Maison_12,62.4,1,0.17,3.76,Virement,Instagram Ads,11.46,livrée,51.791999999999994,20.7168,5.4968,2025-10,0,9,3502.0411999999997
CMD105010,2025-12-31,C0678,Kinshasa,Électronique,Produit_Électronique_46,359.07,3,0.24,4.97,Carte,Instagram Ads,11.17,livrée,818.6796,327.47184000000004,311.33184,2025-12,0,2,1141.0396
CMD105011,2025-08-07,C1940,Kinshasa,Électronique,Produit_Électronique_25,359.6,2,0.0,4.77,Carte,Instagram Ads,11.13,livrée,719.2,287.68,271.78000000000003,2025-08,0,4,1310.0197
CMD105012,2025-07-12,C0014,Kinshasa,Mode,Produit_Mode_17,27.85,1,0.09,7.31,Mobile Money,Google Ads,3.71,livrée,25.343500000000002,10.137400000000001,-0.8825999999999983,2025-07,0,13,3535.4662000000003
CMD105013,2025-07-04,C0183,Dakar,Beauté,Produit_Beauté_17,27.44,3,0.0,9.88,Paiement à la livraison,Influenceur,14.43,livrée,82.32000000000001,32.928000000000004,8.618000000000002,2025-07,0,16,3534.6702999999998
CMD105014,2025-10-24,C0817,Abidjan,Beauté,Produit_Beauté_3,19.82,1,0.17,2.95,Virement,Instagram Ads,9.8,livrée,16.450599999999998,6.58024,-6.169760000000001,2025-10,0,2,331.2706
CMD105015,2025-12-31,C0131,Abidjan,Beauté,Produit_Beauté_28,24.92,2,0.09,8.02,Virement,Email,0.5,livrée,45.354400000000005,18.14176,9.621760000000002,2025-12,0,20,7159.0592
CMD105016,2025-10-09,C0531,Libreville,Beauté,Produit_Beauté_25,31.04,1,0.21,7.69,Carte,Instagram Ads,12.9,livrée,24.5216,9.80864,-10.78136,2025-10,0,5,199.5864
CMD105017,2025-09-23,C0725,Kinshasa,Mode,Produit_Mode_15,34.545,2,0.16,4.1,Mobile Money,Email,1.5,livrée,58.0356,23.214240000000004,17.614240000000002,2025-09,0,3,557.0628
CMD105018,2025-11-09,C0271,Kinshasa,Électronique,Produit_Électronique_47,420.12,1,0.21,9.91,Paiement à la livraison,Instagram Ads,5.18,livrée,331.89480000000003,132.75792,117.66792000000001,2025-11,0,16,3983.1011
CMD105019,2025-10-06,C0356,Cotonou,Beauté,Produit_Beauté_5,30.41,1,0.05,4.21,Mobile Money,Email,0.93,livrée,28.889499999999998,11.5558,6.4158,2025-10,0,20,6666.5022
CMD105020,2025-08-22,C0026,Cotonou,Mode,Produit_Mode_9,35.1,1,0.22,6.09,Mobile Money,Influenceur,13.19,livrée,27.378000000000004,10.951200000000002,-8.328799999999998,2025-08,0,23,4949.3315
CMD105021,2025-11-29,C0045,Abidjan,Électronique,Produit_Électronique_36,439.7,1,0.06,8.26,Mobile Money,Influenceur,6.53,livrée,413.318,165.3272,150.5372,2025-11,0,14,4331.2246
CMD105022,2025-10-06,C0143,Kinshasa,Maison,Produit_Maison_43,102.97,2,0.21,8.6,Virement,Instagram Ads,14.77,livrée,162.6926,65.07704,41.70703999999999,2025-10,0,18,3492.6657
CMD105023,2025-10-23,C0163,Dakar,Électronique,Produit_Électronique_14,417.25,2,0.07,9.77,Carte,Instagram Ads,8.31,livrée,776.0849999999999,310.43399999999997,292.354,2025-10,0,17,5634.2234
CMD105024,2025-11-08,C0168,Cotonou,Maison,Produit_Maison_34,116.71,1,0.1,4.13,Virement,Email,1.21,livrée,105.039,42.015600000000006,36.6756,2025-11,0,17,6560.5395
CMD105026,2025-08-13,C1166,Kinshasa,Électronique,Produit_Électronique_38,336.41,1,0.07,4.57,Carte,Instagram Ads,12.1,livrée,312.8613,125.14452000000001,108.47452000000001,2025-08,0,3,904.5294999999999
CMD105028,2025-08-29,C0065,Dakar,Beauté,Produit_Beauté_6,33.32,2,0.09,6.44,Virement,Influenceur,13.89,livrée,60.6424,24.256960000000003,3.926960000000001,2025-08,0,14,4267.8422
CMD105029,2025-10-13,C0327,Kinshasa,Beauté,Produit_Beauté_47,33.95,1,0.06,6.06,Virement,Google Ads,4.49,livrée,31.913,12.7652,2.2152000000000003,2025-10,0,15,5507.2686
CMD105030,2025-08-26,C0373,Kinshasa,Mode,Produit_Mode_36,39.46,2,0.21,9.72,Carte,Instagram Ads,12.75,livrée,62.3468,24.938720000000004,2.468720000000003,2025-08,0,21,4369.8875
CMD105031,2025-09-04,C1554,Abidjan,Électronique,Produit_Électronique_22,575.63,3,0.04,8.0,Paiement à la livraison,Influenceur,19.38,livrée,1657.8143999999998,663.1257599999999,635.7457599999999,2025-09,0,2,1715.7449999999997
CMD105032,2025-10-06,C0305,Abidjan,Électronique,Produit_Électronique_24,294.17,2,0.17,5.2,Mobile Money,Instagram Ads,7.91,livrée,488.3222,195.32888000000003,182.21888000000004,2025-10,0,16,5678.6576000000005
CMD105033,2025-12-17,C1095,Abidjan,Maison,Produit_Maison_34,113.46,3,0.09,8.2,Mobile Money,Instagram Ads,11.99,livrée,309.74580000000003,123.89832000000001,103.70832000000001,2025-12,0,4,1141.4850000000001
CMD105034,2025-08-12,C1845,Kinshasa,Électronique,Produit_Électronique_34,675.4,3,0.01,8.45,Carte,Google Ads,6.32,retournée,2005.9379999999999,802.3752,787.6051999999999,2025-08,1,3,2113.2307
CMD105035,2025-08-25,C0191,Lomé,Mode,Produit_Mode_33,52.21,1,0.15,9.35,Paiement à la livraison,Google Ads,7.95,livrée,44.3785,17.7514,0.45140000000000047,2025-08,0,20,6305.549
CMD105036,2025-11-09,C0274,Cotonou,Beauté,Produit_Beauté_32,30.54,2,0.12,8.24,Paiement à la livraison,Instagram Ads,8.85,livrée,53.7504,21.50016,4.410160000000001,2025-11,0,16,4351.3092
CMD105037,2025-10-13,C1028,Dakar,Électronique,Produit_Électronique_18,310.33,3,0.02,4.9,Paiement à la livraison,Google Ads,4.01,retournée,912.3702,364.94808,356.03808000000004,2025-10,1,4,1486.0462
CMD105038,2025-09-21,C0448,Kinshasa,Mode,Produit_Mode_47,20.89,3,0.23,8.14,Virement,Email,0.71,livrée,48.255900000000004,19.302360000000004,10.452360000000002,2025-09,0,5,268.36560000000003
CMD105039,2025-09-10,C0294,Douala,Mode,Produit_Mode_23,47.44,1,0.09,2.36,Mobile Money,Instagram Ads,14.15,livrée,43.1704,17.26816,0.7581600000000019,2025-09,0,13,2465.1682
CMD105040,2025-12-10,C0244,Dakar,Maison,Produit_Maison_44,81.0,1,0.0,6.02,Virement,Google Ads,5.13,livrée,81.0,32.4,21.25,2025-12,0,14,3225.2340999999997
CMD105041,2025-12-29,C0321,Dakar,Beauté,Produit_Beauté_18,20.77,3,0.09,6.16,Paiement à la livraison,Influenceur,5.45,livrée,56.7021,22.680840000000003,11.070840000000004,2025-12,0,17,4029.533
CMD105043,2025-12-10,C0269,Douala,Électronique,Produit_Électronique_28,124.35,2,0.03,9.69,Mobile Money,Google Ads,5.59,livrée,241.23899999999998,96.4956,81.2156,2025-12,0,18,6434.8236
CMD105044,2025-10-22,C0061,Abidjan,Électronique,Produit_Électronique_40,398.49,1,0.01,4.53,Carte,Email,0.76,livrée,394.5051,157.80204000000003,152.51204000000004,2025-10,0,23,4476.21505
CMD105045,2025-12-06,C0131,Kinshasa,Électronique,Produit_Électronique_40,390.94,1,0.0,2.11,Virement,Email,1.17,livrée,390.94,156.376,153.096,2025-12,0,20,7159.0592
CMD105048,2025-12-01,C0369,Douala,Maison,Produit_Maison_37,149.02,3,0.02,5.95,Carte,Email,1.31,annulée,438.1188000000001,175.24752000000004,167.98752000000005,2025-12,0,24,8073.1126
CMD105049,2025-08-22,C0258,Dakar,Mode,Produit_Mode_8,39.39,1,0.23,6.63,Carte,Instagram Ads,9.54,livrée,30.3303,12.13212,-4.037879999999999,2025-08,0,17,4353.6891
CMD105050,2025-10-10,C1714,Kinshasa,Beauté,Produit_Beauté_37,35.74,2,0.04,4.31,Virement,Google Ads,5.23,livrée,68.6208,27.448320000000002,17.908320000000003,2025-10,0,1,68.6208
CMD105051,2025-10-30,C0317,Abidjan,Beauté,Produit_Beauté_10,34.47,2,0.15,5.54,Virement,Instagram Ads,7.17,livrée,58.599,23.4396,10.7296,2025-10,0,12,1530.3143
CMD105052,2025-08-02,C0388,Douala,Maison,Produit_Maison_50,136.37,3,0.03,3.28,Virement,Email,0.74,livrée,396.8367,158.73468000000003,154.71468000000002,2025-08,0,15,3797.1679
CMD105053,2025-12-17,C0982,Brazzaville,Beauté,Produit_Beauté_37,27.88,1,0.05,6.73,Carte,Email,0.86,livrée,26.485999999999997,10.5944,3.0044,2025-12,0,2,93.416
CMD105055,2025-12-10,C1988,Kinshasa,Beauté,Produit_Beauté_14,22.78,3,0.0,5.2,Carte,Instagram Ads,10.5,livrée,68.34,27.336000000000002,11.636000000000003,2025-12,0,6,954.6587999999999
CMD105056,2025-08-20,C1133,Kinshasa,Électronique,Produit_Électronique_15,407.69,3,0.09,2.44,Virement,Influenceur,11.93,retournée,1112.9937,445.19748000000004,430.82748000000004,2025-08,1,3,1542.9147
CMD105057,2025-10-21,C0767,Douala,Beauté,Produit_Beauté_48,14.2,1,0.03,6.75,Paiement à la livraison,Email,0.73,livrée,13.774,5.5096,-1.9704000000000002,2025-10,0,2,26.1478
CMD105058,2025-11-02,C0177,Dakar,Maison,Produit_Maison_27,98.21,1,0.05,9.76,Virement,Google Ads,4.22,livrée,93.2995,37.3198,23.339800000000004,2025-11,0,14,2172.0605
CMD105059,2025-07-05,C0299,Douala,Électronique,Produit_Électronique_32,490.92,2,0.21,6.13,Paiement à la livraison,Instagram Ads,9.05,livrée,775.6536000000001,310.26144000000005,295.08144000000004,2025-07,0,22,6684.2875
CMD105060,2025-09-07,C1688,Abidjan,Électronique,Produit_Mode_32,50.74,1,0.27,4.23,Mobile Money,Google Ads,4.64,livrée,37.0402,14.81608,5.946079999999999,2025-09,0,4,869.953
CMD105061,2025-08-04,C0170,Brazzaville,Maison,Produit_Maison_45,109.85,2,0.03,5.91,Paiement à la livraison,Influenceur,9.09,livrée,213.10899999999998,85.2436,70.2436,2025-08,0,16,5951.0828
CMD105062,2025-09-15,C0128,Cotonou,Électronique,Produit_Beauté_46,36.11,2,0.06,6.2,Mobile Money,Google Ads,5.56,livrée,67.8868,27.154719999999998,15.39472,2025-09,0,16,3842.8968999999997
CMD105063,2025-11-13,C0714,Kinshasa,Maison,Produit_Maison_33,153.57,1,0.11,8.62,Mobile Money,Instagram Ads,10.12,livrée,136.6773,54.67092,35.93092000000001,2025-11,0,4,540.9469
CMD105064,2025-10-02,C0349,Cotonou,Électronique,Produit_Maison_21,193.1,1,0.07,5.15,Virement,Instagram Ads,8.39,livrée,179.58299999999997,71.83319999999999,58.293199999999985,2025-10,0,25,7043.7233
CMD105066,2025-11-05,C0163,Kinshasa,Beauté,Produit_Beauté_11,31.63,3,0.02,5.48,Carte,Google Ads,6.02,livrée,92.9922,37.19688,25.69688,2025-11,0,17,5634.2234
CMD105067,2025-10-07,C0133,Dakar,Beauté,Produit_Beauté_26,24.79,1,0.02,2.59,Virement,Email,1.06,livrée,24.2942,9.717680000000001,6.067680000000001,2025-10,0,16,4000.2536
CMD105069,2025-10-23,C0397,Douala,Beauté,Produit_Beauté_6,26.6,3,0.2,3.37,Virement,Instagram Ads,7.08,livrée,63.84000000000001,25.536000000000005,15.086000000000004,2025-10,0,11,2400.8195
CMD105070,2025-12-18,C1152,Kinshasa,Beauté,Produit_Beauté_39,39.33,3,0.09,7.05,Carte,Influenceur,6.88,livrée,107.3709,42.94836000000001,29.018360000000012,2025-12,0,2,794.8989
CMD105072,2025-11-24,C0567,Kinshasa,Mode,Produit_Mode_39,38.31,3,0.14,5.12,Virement,Instagram Ads,14.77,livrée,98.83980000000001,39.535920000000004,19.645920000000007,2025-11,0,2,141.5156
CMD105073,2025-08-12,C0344,Kinshasa,Électronique,Produit_Mode_40,38.73,1,0.18,8.42,Virement,Instagram Ads,9.79,livrée,31.7586,12.70344,-5.506559999999999,2025-08,0,25,4499.6328
CMD105074,2025-11-16,C0388,Cotonou,Électronique,Produit_Électronique_34,286.03,3,0.08,5.81,Mobile Money,Email,0.95,livrée,789.4427999999999,315.77711999999997,309.01712,2025-11,0,15,3797.1679
CMD105075,2025-12-12,C0292,Abidjan,Mode,Produit_Mode_29,53.4,2,0.17,3.47,Paiement à la livraison,Google Ads,7.88,livrée,88.64399999999999,35.4576,24.1076,2025-12,0,17,3245.8181
CMD105076,2025-10-20,C0399,Cotonou,Beauté,Produit_Beauté_31,28.96,3,0.07,4.02,Carte,Email,0.68,livrée,80.79839999999999,32.319359999999996,27.619359999999997,2025-10,0,19,4144.5265
CMD105077,2025-07-05,C0155,Abidjan,Électronique,Produit_Électronique_42,205.37,1,0.01,8.01,Virement,Email,1.89,livrée,203.3163,81.32652000000002,71.42652000000001,2025-07,0,17,4374.4851
CMD105078,2025-12-29,C0156,Cotonou,Mode,Produit_Mode_35,37.92,1,0.0,9.85,Paiement à la livraison,Google Ads,4.89,livrée,37.92,15.168000000000001,0.4280000000000017,2025-12,0,23,7231.681
CMD105079,2025-10-29,C0208,Abidjan,Maison,Produit_Maison_37,84.41,2,0.03,7.7,Paiement à la livraison,Google Ads,5.83,livrée,163.75539999999998,65.50215999999999,51.97215999999999,2025-10,0,20,3654.9308
CMD105080,2025-08-14,C1486,Libreville,Beauté,Produit_Beauté_50,38.19,3,0.09,8.35,Virement,Email,1.36,retournée,104.25869999999999,41.70348,31.993479999999998,2025-08,1,1,104.25869999999999
CMD105081,2025-12-04,C0110,Kinshasa,Électronique,Produit_Beauté_20,25.04,2,0.03,7.89,Mobile Money,Google Ads,5.84,livrée,48.5776,19.43104,5.701039999999999,2025-12,0,14,4151.6142
CMD105082,2025-07-29,C0184,Libreville,Beauté,Produit_Beauté_8,17.46,2,0.25,4.36,Paiement à la livraison,Instagram Ads,12.28,livrée,26.19,10.476,-6.163999999999999,2025-07,0,20,7915.6847
CMD105083,2025-07-14,C0224,Dakar,Électronique,Produit_Électronique_42,417.63,1,0.06,7.42,Virement,Email,0.89,retournée,392.57219999999995,157.02888,148.71888,2025-07,1,13,3907.8471
CMD105084,2025-09-03,C0117,Kinshasa,Maison,Produit_Maison_16,231.86,3,0.22,8.6,Virement,Instagram Ads,6.01,livrée,542.5524,217.02096000000003,202.41096000000005,2025-09,0,16,7136.2366999999995
CMD105085,2025-12-17,C0337,Dakar,Électronique,Produit_Électronique_9,377.25,2,0.11,5.13,Paiement à la livraison,Instagram Ads,11.67,livrée,671.505,268.60200000000003,251.80200000000005,2025-12,0,18,4251.9983
CMD105086,2025-08-14,C0187,Cotonou,Mode,Produit_Mode_26,34.45,1,0.27,8.06,Virement,Influenceur,8.91,livrée,25.148500000000002,10.059400000000002,-6.910599999999999,2025-08,0,14,5990.4277999999995
CMD105087,2025-09-04,C0175,Kinshasa,Électronique,Produit_Mode_20,61.79,3,0.07,3.52,Paiement à la livraison,Google Ads,6.27,livrée,172.39409999999998,68.95764,59.167640000000006,2025-09,0,10,3058.3149999999996
CMD105088,2025-07-25,C0168,Lomé,Électronique,Produit_Électronique_30,804.96,2,0.04,6.07,Virement,Email,0.71,livrée,1545.5232,618.20928,611.42928,2025-07,0,17,6560.5395
CMD105089,2025-08-24,C0643,Abidjan,Beauté,Produit_Beauté_35,25.75,3,0.04,3.44,Mobile Money,Google Ads,5.37,livrée,74.16,29.664,20.854,2025-08,0,3,687.3199999999999
CMD105090,2025-10-02,C0715,Lomé,Beauté,Produit_Beauté_32,19.89,2,0.13,9.77,Virement,Instagram Ads,9.36,livrée,34.6086,13.843440000000001,-5.286559999999998,2025-10,0,3,598.6993
CMD105091,2025-12-01,C0249,Kinshasa,Mode,Produit_Mode_42,61.86,1,0.0,7.02,Carte,Instagram Ads,10.08,livrée,61.86,24.744,7.644,2025-12,0,19,5378.3029
CMD105092,2025-10-13,C0079,Abidjan,Électronique,Produit_Électronique_41,371.55,3,0.26,3.42,Virement,Instagram Ads,14.22,livrée,824.841,329.93640000000005,312.2964,2025-10,0,17,5125.466
CMD105093,2025-12-11,C0099,Douala,Maison,Produit_Maison_29,195.86,3,0.04,7.71,Virement,Email,0.54,livrée,564.0768,225.63072000000003,217.38072000000003,2025-12,0,14,2718.9439
CMD105095,2025-10-22,C0196,Dakar,Mode,Produit_Mode_43,35.86,3,0.24,5.42,Paiement à la livraison,Google Ads,6.67,livrée,81.7608,32.70432,20.61432,2025-10,0,19,5372.9196
